Id,Title,Original Title,Original Language,Overview,Revenue,Budget,Runtime,Release Date,Vote Average,Vote Count,Genres,Production Companies,Production Countries,Spoken Languages,Director,Stars
2907,The Addams Family,The Addams Family,en,"Khi người đàn ông tự xưng là chú Fester thất lạc từ lâu xuất hiện trở lại sau 25 năm mất tích, gia đình lên kế hoạch tổ chức lễ kỷ niệm để đánh thức người chết. Nhưng bọn trẻ hầu như không có thời gian làm nóng chiếc ghế điện trước khi Morticia bắt đầu nghi ngờ Fester lừa đảo khi anh không thể nhớ lại bất kỳ chi tiết nào về cuộc đời của Fester.",191502426.0,30000000.0,102,1991-11-22,7.054,4322,"['Comedy', 'Fantasy']","['Paramount', 'Scott Rudin Productions']",['United States of America'],['Tiếng Anh'],,
699361,Blood Moon Party,Tiệc Trăng Máu,vi,"Bốn người bạn thời thơ ấu và vợ của họ tại một bữa tiệc tối sang trọng. Sau cuộc thảo luận sôi nổi về mức độ ảnh hưởng của điện thoại thông minh đến cuộc sống cá nhân của họ, nhóm đề xuất một trò chơi lúc đêm khuya: mọi người đặt điện thoại di động của mình lên bàn; ai nhận được tin nhắn, thông báo hoặc cuộc gọi đều phải chia sẻ với nhóm. Đó là một công thức dẫn đến thảm họa.",6709383.0,0.0,118,2020-10-23,7.5,508,"['Comedy', 'Drama', 'Thriller']","['Sidus', 'Film Monster', 'Anh Teu Studio', 'Lotte Entertainment']",['Vietnam'],['Tiếng Việt'],Quang Dung Nguyen,"['Thai Hoa', 'Duc Thinh', 'Hong-Anh', 'Vi Van Hua', 'Thu Trang', 'Kieu Minh Tuan' , 'Kaity Nguyen' , 'Hoai Linh', 'Dam Vinh Hung', 'Ngo Kien Huy', 'Ninh Duong Lan Ngoc', 'Truc Nhan']"
13776794,Face Off: 48H,Lật Mặt 5: 48H,vi,"Phải chạy trốn khỏi băng nhóm tội phạm sau một giao dịch nhầm lẫn, tay võ sĩ đã giải nghệ có 2 ngày để giải quyết ân oán với tên trùm. Nếu thất bại, anh có thể mất cả vợ lẫn con.",6325526.0,1692578.0,110,2021-06-18,5.3,117,['Action'],['Ly Hai Production'],['Vietnam'],['Tiếng Việt'],Ly Hai,"['Le Ha Anh', 'Tiet Cuong', 'Huynh Dong', 'Mac Van Khoa', 'Oc Thanh Van']"
413971,The Last Egg,Gái Già Lắm Chiêu,vi,"Người phụ nữ thành đạt và xinh đẹp luôn nói không với hôn nhân. Khi bước sang tuổi 30, cô phát hiện ra mình mắc một căn bệnh hiếm gặp sẽ sớm gây suy buồng trứng. Cô ấy sẽ tìm cách mang thai như thế nào trước khi không thể sinh con được nữa?",5830719.0,0.0,95,2016-02-19,4.0,125,"['Comedy', 'Romance']","['MAR6 Pictures', 'Lotte Entertainment']",['Vietnam'],['Tiếng Việt'],Nam Cito,"['Binh Minh', 'Diem My 9x', 'Le Xuan Tien']"
2731,Indochine,Indochine,fr,"Lấy bối cảnh ở Đông Dương thuộc Pháp trong những năm 1930 đến 1950, đây là câu chuyện về Éliane Devries, một chủ đồn điền người Pháp, và cô con gái nuôi người Việt Nam của bà, Camille, trong bối cảnh phong trào dân tộc chủ nghĩa đang lên của Việt Nam.",0.0,0.0,159,1992-04-15,7.1,202,"['Drama', 'Romance']","['Investimage 3', 'Bac Films', 'Paradis Films', 'Orly Films', 'Ciné Cinq', ""La Générale d'Images"", 'Sofinergie 2', 'Club des Investissments', 'Sofica Sofinergie', 'CNC', 'Canal+']",['France'],"['Tiếng Pháp', 'Tiếng Việt']",,
10618,Once Upon a Time in China II,黃飛鴻之二 男兒當自強,cn,"Vương Phi Hồng phải đối mặt với Hội Liên Hoa Trắng, một giáo phái cuồng tín đang tìm cách xua đuổi người châu Âu ra khỏi Trung Quốc bằng bạo lực, thậm chí còn tấn công những người Trung Quốc theo đường lối phương Tây. Wong cũng phải bảo vệ Tiến sĩ Sun Yat Sen, một nhà cách mạng, khỏi quân đội.",30399676.0,0.0,113,1992-04-16,7.1,225,"['Action', 'Comedy']","['Orange Sky Golden Harvest', 'Film Workshop', 'Paragon Films Ltd.']",['Hong Kong'],"['Hong Kong', 'Tiếng Anh']",,
11134,Police Story 3: Super Cop,警察故事 III：超級警察,cn,Một thám tử Hồng Kông hợp tác với nữ đồng nghiệp người Hoa Đỏ để ngăn chặn trùm ma túy Trung Quốc.,20500000.0,900000.0,95,1992-07-04,6.8,451,"['Action', 'Crime', 'Thriller']","['Orange Sky Golden Harvest', 'Golden Way Films Ltd.']",['Hong Kong'],"['Hong Kong', 'Tiếng Anh', 'Tiếng Mã Lai', 'Tiếng Lào']",,
812,Aladdin,Aladdin,en,"Công chúa Jasmine cảm thấy mệt mỏi vì bị buộc phải ở lại cung điện nên đã cải trang lẻn ra ngoài khu chợ, nơi cô gặp chú nhím đường phố Aladdin. Cặp đôi yêu nhau dù Jasmine có thể chỉ cưới một hoàng tử. Sau khi bị tống vào tù, Aladdin bị lôi kéo vào một âm mưu tìm kiếm chiếc đèn bí ẩn mà tên ác quỷ Jafar hy vọng sẽ thống trị vùng đất.",504050219.0,28000000.0,95,1992-11-25,7.653,10845,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],['Tiếng Anh'],,
663745,Camellia Sisters,Gái Già Lắm Chiêu 3,vi,"Khi người dẫn chương trình truyền hình đến quê hương của vị hôn phu để khám phá một bí mật showbiz, cô biết được mẹ chồng tương lai đang tìm cách ngăn cản đám cưới của họ.",5830719.0,786936.0,118,2020-01-25,4.8,176,[],"['Galaxy Studios', 'Lotte Entertainment']",['Vietnam'],['Tiếng Việt'],Nam Cito,"['Khanh Le', 'Ninh Duong Lan Ngoc', 'Le Xuan Tien', 'Thuy Anh', 'Kaity Nguyen', 'Le Khanh', 'Jun Vu' ,'Phuong Lan', 'Hong Van', 'Lam Vissay', 'Hoang Dung, 'Binh An']"
1124863,Song of the South,Đất Rừng Phương Nam,vi,"Khi chế độ thực dân Pháp chấm dứt bạo lực ở Việt Nam, cậu bé 12 tuổi thực hiện hành trình đầy nguy hiểm để tìm kiếm người cha ghẻ lạnh của mình.",5771947.0,1600000.0,110,2023-10-20,6.2,290,"['War', 'Family', 'Drama']","['HK Films', 'Galaxy Studio', 'Trấn Thành Town', 'Kim Entertainment']",['Vietnam'],['Tiếng Việt'],Quang Dung Nguyen,"['Bang Di', 'Hong-Anh', 'Vi Van Hua', 'Tran Thanh', 'Tuan Tran']"
567973,Furie,Hai Phượng,vi,"Khi một bé gái bị một đường dây buôn người bắt cóc, họ sớm nhận ra mình đã nhầm nhầm đứa trẻ. Mẹ của cô, một cựu thủ lĩnh băng đảng khét tiếng, đang theo sát dấu vết của họ và sẽ làm mọi cách để đưa con mình về nhà.",5756185.0,1000000.0,98,2019-02-22,6.3,487,"['Action', 'Drama', 'Thriller']","['Premiere Picture', 'Studio68']",['Vietnam'],['Tiếng Việt'],Le-Van Kiet,"['Veronica Ngo', 'Mai Cát Vi', 'Thanh Nhien Phan']"
1057914,Hustler vs Scammer,Siêu Lừa Gặp Siêu Lầy,vi,,5166455.0,1000000.0,112,2023-03-03,5.7,67,"['Comedy', 'Action']","['89s Group', 'Galaxy Studio']",['Vietnam'],['Tiếng Việt'],Vo Thanh Hoa,"['My Duyen', 'Nhat Trung', 'Anh Tu', 'Mac Van Khoa', 'Ngoc Phuoc']"
329,Jurassic Park,Jurassic Park,en,"Một doanh nhân giàu có bí mật tạo ra một công viên giải trí có những con khủng long sống được lấy từ DNA thời tiền sử. Trước ngày khai trương, ông mời một nhóm chuyên gia và hai đứa cháu háo hức đến trải nghiệm công viên và giúp xoa dịu những lo lắng của các nhà đầu tư. Tuy nhiên, công viên chẳng có gì thú vị khi hệ thống an ninh ngừng hoạt động và lũ khủng long trốn thoát.",920100000.0,63000000.0,127,1993-06-11,7.946,15658,"['Adventure', 'Science Fiction']","['Universal Pictures', 'Amblin Entertainment']",['United States of America'],"['Tiếng Anh', 'Tiếng Tây Ban Nha']",,
1057856,Sister Sister 2,Chị Chị Em Em 2,vi,Một cô gái điếm tìm cách thoát khỏi cuộc sống của mình bằng cách trở thành người bảo trợ của một phụ nữ có địa vị và đẳng cấp.,5109674.0,0.0,115,2023-01-22,5.0,123,"['Thriller', 'Drama', 'Comedy']","['Muse Film', 'Sister Sister Beauty']",['Vietnam'],['Tiếng Việt'],Ngoc Dang Vu,"['Le Giang', 'Minh Hang', 'Ngoc Trinh']"
8587,The Lion King,The Lion King,en,"Một hoàng tử sư tử con bị người chú độc ác của mình loại bỏ niềm kiêu hãnh của mình, người cho rằng anh ta đã giết cha mình. Trong khi người chú cai trị bằng bàn tay sắt, hoàng tử lớn lên bên kia Savannah, sống theo một triết lý: Đừng lo lắng cho những ngày còn lại của bạn. Nhưng khi quá khứ ám ảnh anh, hoàng tử trẻ phải quyết định số phận của mình: Liệu anh sẽ tiếp tục là kẻ bị ruồng bỏ hay đối mặt với lũ quỷ trong mình và trở thành thứ mà anh cần trở thành?",763455561.0,45000000.0,89,1994-06-24,8.258,17563,"['Family', 'Animation', 'Drama']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],['Tiếng Anh'],,
45508,Return to a Better Tomorrow,新英雄本色,cn,Một cuộc phiêu lưu đi sâu vào hang động tối tăm của thế giới ngầm và kể câu chuyện về ba tên xã hội đen hào hiệp cố gắng thoát khỏi vòng vây mạnh mẽ của thủ lĩnh băng đảng của chúng.,0.0,0.0,103,1994-07-14,6.6,17,"['Action', 'Thriller', 'Crime']","['Orange Sky Golden Harvest', 'GH Pictures', 'Golden Harvest Pictures', 'Good Standard International Ltd.', ""Wong Jing's Workshop Ltd.""]",['Hong Kong'],"['Tiếng Anh', 'Hong Kong']",,
8467,Dumb and Dumber,Dumb and Dumber,en,"Lloyd và Harry là hai người đàn ông có sự ngu ngốc thực sự không thể diễn tả được. Khi Mary, một phụ nữ xinh đẹp, đánh mất chiếc vali quan trọng đựng tiền trước khi cô lên đường đến Aspen, hai người bạn (đã tìm thấy chiếc vali) quyết định trả lại cho cô. Sau một số ""cuộc phiêu lưu"", cuối cùng họ cũng đến được Aspen, nơi họ sử dụng số tiền bị mất để trang trải cuộc sống và chiến đấu vì trái tim của Mary.",247275374.0,16000000.0,107,1994-12-16,6.624,5816,['Comedy'],"['New Line Cinema', 'Motion Picture Corporation of America']",['United States of America'],['Tiếng Anh'],,
594427,Face Off 4: The Walking Guests,Lật Mặt 4: Nhà Có Khách,vi,"Khi một người phụ nữ và bạn bè về thăm quê hương để tìm địa điểm chụp ảnh cưới cho khách hàng, nỗi kinh hoàng đã chuyển hướng tập trung của họ.",5060421.0,669159.0,100,2019-04-12,5.3,120,"['Comedy', 'Horror']","['CJ CGV Viet Nam', 'Hoang Phuc International', 'Ly Hai Production']",['Vietnam'],"['Tiếng Việt', 'Tiếng Anh']",Ly Hai,"['Ly Hai', 'Huy Khanh', 'Jay Quan']"
2088775,Saving the Death,Giải Cứu Thần Chết,vi,"Sau khi xem phim Nu Hon Than Chet, cô nữ sinh trung học vụng về mộng mơ An mong muốn có thể gặp được Thần Chết để giúp cô hoàn thành ước mơ của mình. Đúng như mong muốn của mình, An tình cờ gặp được Teen Reaper này. Tuy nhiên, anh ta là một Reaper vụng về và gây ra rất nhiều rắc rối cho An. Thay vì được giải cứu, An phải “cứu” mạng sống của Teen Reaper này.",5018251.0,210851.0,90,2009-01-15,5.3,83,"['Comedy', 'Fantasy']","['Galaxy Studio', 'HKFilm']",['Vietnam'],['Tiếng Việt'],Quang Dung Nguyen,"['Chi Thien', 'Minh Hang', 'Dong Nhi']"
3701078,Let Hoi Decide,Để Mai Tính 2: Để Hội Tính,vi,Một doanh nhân chuyển giới Việt Nam trở nên nghèo khó mỗi khi yêu ai đó.,4750000.0,1000000.0,95,2014-12-12,5.7,115,"['Comedy', 'Romance']","['CJ Entertainment', 'Chanh Phuong Phim', 'Early Risers Media Group']","['Vietnam', 'South Korea']",['Tiếng Việt'],Charlie Nguyen,"['Thai Hoa', 'Cory Jackson', 'Huy Khanh']"
10802,Showgirls,Showgirls,en,"Mới đến Las Vegas mà không có mối quan hệ nào, Nomi Malone nhận công việc là một vũ công kỳ lạ. Tài năng của cô nhanh chóng được chú ý bởi Cristal, một vũ công nổi tiếng, người nhận thấy cơ hội để củng cố khả năng diễn xuất của chính mình. Nhưng Nomi sẽ không chơi trò thứ yếu và sớm bắt đầu con đường độc ác của mình lên đỉnh cao, đâm sau lưng một cách tàn nhẫn bất cứ ai cản đường cô.",20350754.0,45000000.0,131,1995-09-22,5.539,1160,['Drama'],"['Pathé', 'Chargeurs', 'Charles Evans Productions', 'Carolco Pictures', 'Vegas Productions']","['France', 'United States of America']",['Tiếng Anh'],,
30611573,Crimson Snout,Quỷ Cẩu,vi,Sự trở lại của Nam và bạn gái Xuân mang đến vô số rắc rối cho gia đình. Anh dần phát hiện ra mối quan hệ rạn nứt của các thành viên trong gia đình.,4421932.0,0.0,99,2023-12-22,6.6,80,['Horror'],['89s Group'],['Vietnam'],['Tiếng Việt'],Luu Thanh Luan,"['Vân Dung', 'Mie', 'Dang Tra Xuan Minh']"
781582,13rd Sister: Three Deadly Days,Chị Mười Ba 2: 3 Ngày Sinh Tử,vi,"Cô cho rằng mình đã lật đổ được người bảo trợ Hắc Hồ và phá vỡ âm mưu nham hiểm của Anh Hải, Chị Mười Ba và An Cư Nghĩa Đoàn mới có thể đem lại hòa bình. Tuy nhiên, những kẻ thù mới tiếp tục xuất hiện, một lần nữa làm rung chuyển cuộc sống của anh em An Cư Nghĩa Đoàn.",4257126.0,0.0,95,2020-12-25,6.1,59,"['Comedy', 'Action']",[],['Vietnam'],['Tiếng Việt'],Vo Thanh Hoa,"['Tien Luat', 'Thu Trang', 'Kieu Minh Tuan']"
1592,Primal Fear,Primal Fear,en,"Một luật sư kiêu ngạo, có quyền lực cao đảm nhận vụ án một cậu bé giúp lễ tội nghiệp được phát hiện đang chạy trốn khỏi hiện trường vụ sát hại dã man vị giám mục đã đưa anh ta vào. Vụ án trở nên phức tạp hơn rất nhiều khi bị cáo tiết lộ rằng có thể có hoặc có thể không phải là người thứ ba trong phòng.",102600000.0,30000000.0,129,1996-03-06,7.7,3193,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Paramount', 'Rysher Entertainment']",['United States of America'],"['Tiếng Anh', 'Tiếng Tây Ban Nha']",,
9100,The Craft,The Craft,en,"Một học sinh mới đến trường Công giáo rơi vào nhóm phù thủy tuổi teen, những người sử dụng sức mạnh của mình để chống lại tất cả những ai dám vượt qua họ - dù họ là giáo viên, đối thủ hay phụ huynh can thiệp.",24800000.0,15000000.0,101,1996-05-03,6.752,1761,"['Horror', 'Drama', 'Fantasy']","['Columbia Pictures', 'Red Wagon Entertainment']",['United States of America'],"['Tiếng Anh', 'Tiếng Pháp']",,
959326,Em and Trinh,Em và Trịnh,vi,"Bộ phim xoay quanh nhạc sĩ biểu tượng Trịnh Công Sơn và những nàng thơ đến rồi đi trong cuộc đời ông, từ tuổi trẻ đầy nhiệt huyết những năm 1960 cho đến cuối những năm 1990 ở tuổi trung niên.",4165607.0,1967340.0,136,2022-06-17,6.1,187,"['Romance', 'Music']","['Galaxy Play', 'Galaxy Studio']",['Vietnam'],['Tiếng Việt'],Phan Gia Nhat Linh,"['Hoang Ha', 'Ha Quoc Hoang', 'Nguyen Le Viet Hung']"
815465,Traición con traición se paga,Traición con traición se paga,es,,0.0,0.0,0,1996-12-31,5.0,1,[],[],['Spain'],[],,
1099580,The Last Wife,Người Vợ Cuối Cùng,vi,"Giữa thời nhà Nguyễn, cuộc đời của một người vợ bất đắc dĩ có bước ngoặt đầy kịch tính khi cuộc gặp gỡ tình cờ với người tình thời thơ ấu của cô đã gây ra một loạt sự kiện bất ngờ.",3960671.0,0.0,132,2023-11-03,6.2,312,"['Drama', 'Romance']","['November Films', 'Lotte Entertainment', 'TFilm Entertainment']",['Vietnam'],['Tiếng Việt'],Victor Vu,"['Kaity Nguyen', 'Thuan Nguyen', 'Quang Thang']"
118442,Lifeline,十萬火急,cn,"Một người lính cứu hỏa anh hùng nhưng kiêu ngạo không quan tâm đến sự nguy hiểm của công việc nhưng lại thiếu can đảm để đối mặt với con quỷ cá nhân của mình. Khi đối mặt với một địa ngục khổng lồ và đầy biến động, anh phải gạt bỏ những khác biệt cá nhân với ông chủ của mình nếu cả hai muốn sống sót.",0.0,0.0,108,1997-01-03,6.7,15,"['Action', 'Thriller']","['Cosmopolitan Film Productions Co., Ltd.']",['Hong Kong'],"['Hong Kong', 'Tiếng Anh']",,
396296,The Mad Phoenix,南海十三郎,cn,"Một nghệ sĩ hát nhạc kịch người Quảng Đông được yêu thích rộng rãi trong suốt nhiều thập kỷ, sau đó là sự suy giảm.",0.0,0.0,110,1997-05-15,7.7,14,['Drama'],['Golden Harvest Entertainment'],['Hong Kong'],['Hong Kong'],,
11970,Hercules,Hercules,en,"Được ban cho sức mạnh siêu phàm, một phàm nhân trẻ tuổi tên là Hercules bắt đầu chứng tỏ mình là một anh hùng trong mắt cha mình, vị thần vĩ đại Zeus. Cùng với những người bạn của mình là ngựa bay Pegasus và Phil, huấn luyện viên cá nhân, Hercules bị lừa bởi tên phản diện hài hước, nóng nảy Hades, kẻ đang âm mưu chiếm lấy đỉnh Olympus!",252712101.0,85000000.0,93,1997-06-20,7.5,7056,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],"['Tiếng Anh', 'Tiếng Tây Ban Nha', 'Tiếng Hy Lạp']",,
978,Seven Years in Tibet,Seven Years in Tibet,en,"Vận động viên leo núi người Áo, Heinrich Harrer hành trình đến dãy Himalaya mà không có gia đình để dẫn đầu một cuộc thám hiểm vào năm 1939. Nhưng khi Thế chiến thứ hai nổ ra, Harrer kiêu ngạo rơi vào tay lực lượng Đồng minh với tư cách là một tù nhân chiến tranh. Anh trốn thoát cùng một người bạn bị giam giữ và tìm đường đến Llaso, Tây Tạng, nơi anh gặp Đức Đạt Lai Lạt Ma 14 tuổi, người mà tình bạn cuối cùng đã thay đổi quan điểm của anh về cuộc sống.",131457682.0,70000000.0,136,1997-09-12,7.2,2708,"['Adventure', 'Drama', 'History']","['TriStar Pictures', 'Mandalay Entertainment', 'Applecross', 'Reperage & Vanguard Films', 'Sony Pictures']","['United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Trung', 'Tiếng Hindi', 'Tiếng Đức', 'Tiếng Bồ Đào Nha', '']",,
563,Starship Troopers,Starship Troopers,en,"Lấy bối cảnh ở tương lai, câu chuyện kể về một người lính trẻ tên Johnny Rico và những chiến công của anh ta trong Đội bộ binh cơ động. Sự nghiệp quân sự của Rico phát triển từ tuyển dụng đến hạ sĩ quan và cuối cùng trở thành sĩ quan trong bối cảnh cuộc chiến giữa các vì sao giữa loài người và loài nhện được gọi là ""Bọ"".",121214377.0,105000000.0,129,1997-11-07,7.1,4630,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['TriStar Pictures', 'Touchstone Pictures', 'Jon Davison Productions', 'Big Bug Pictures']",['United States of America'],['Tiếng Anh'],,
597,Titanic,Titanic,en,"Bà Rose DeWitt Bukater, 101 tuổi, kể câu chuyện về cuộc đời bà trên con tàu Titanic, 84 năm sau. Cô bé Rose lên tàu cùng mẹ và chồng sắp cưới. Trong khi đó, Jack Dawson và Fabrizio De Rossi giành được vé hạng ba lên tàu. Rose kể toàn bộ câu chuyện từ lúc Titanic khởi hành cho đến khi nó chết—trong chuyến đi đầu tiên và cuối cùng—vào ngày 15 tháng 4 năm 1912.",2264162353.0,200000000.0,194,1997-11-18,7.904,24445,"['Drama', 'Romance']","['Paramount', '20th Century Fox', 'Lightstorm Entertainment']",['United States of America'],"['Tiếng Anh', 'Tiếng Pháp', 'Tiếng Đức', 'Tiếng Thụy Điển', 'Tiếng Ý', 'Tiếng Nga']",,
929,Godzilla,Godzilla,en,"Các cuộc thử nghiệm hạt nhân của Pháp biến một con kỳ nhông thành một con quái vật khổng lồ tấn công dữ dội các tàu chở hàng ở Thái Bình Dương. Một nhóm chuyên gia, trong đó có Niko Tatopoulos, kết luận rằng loài bò sát quá khổ chính là thủ phạm. Chẳng bao lâu, con thằn lằn khổng lồ được thả rông ở Manhattan khi quân đội Hoa Kỳ chạy đua tiêu diệt con quái vật trước khi nó sinh sản và sinh sản của nó chiếm lĩnh thế giới.",379000000.0,130000000.0,138,1998-05-20,5.6,3699,"['Science Fiction', 'Action', 'Thriller']","['TOHO', 'TriStar Pictures', 'Independent Pictures (II)', 'Fried Films', 'Centropolis Entertainment', 'Independent Pictures']","['Japan', 'United States of America']","['Tiếng Anh', 'Tiếng Pháp', 'Tiếng Nhật', 'Tiếng Nga', 'Tiếng Tây Ban Nha']",,
